DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,step,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,targetTput,ue-id,x,y
25.28216364030094,-67.59792908944019,-40.0,1431899888.0689173,6.620832509869433,1,18,2025-04-17 09:00:10.529257,,,,,,6,10.312916976339759,4.081212580424448,28.592179803794597,2.866114845405618,68.48220772207127,-40.0,-40.0,-40.0,-40.0,-40.0,49.68719591073433,50.76525336453339,75.0175558054044,43.28379320066032,20.194187300935468,36.30400334300547,UE0,23.59341821549818,772.7259673651796
25.429834930412227,-67.73338869630653,-40.0,1387927223.9271798,42.90183373111135,1,18,2025-04-17 09:00:10.530252,5,,,,,4,-69.32193736910048,5.832369120205292,87.6916576988018,82.95888851756496,32.370185727814224,-40.0,-40.0,-40.0,-40.0,-40.0,962746231.1500789,59.53292867570654,50.21429793810391,1.9165225970922604,16.070662034685277,99.7873903542871,UE1,733.1131157285964,934.9633422273309
25.631954675428684,-60.210656108156684,-40.0,7845849140.123276,69.47334214709171,1,18,2025-04-17 09:00:10.530252,6,,,,,1,-69.94516457752273,56.077926969395946,55.37972134796837,30.596529467099355,38.67894939333388,-40.0,-40.0,-40.0,-40.0,-40.0,834044276.3095809,93.2267962161871,80.52004641092118,51.959593125751475,32.24128599588385,59.3948272723258,UE2,310.2493089770695,428.8332713508348
25.280440755891686,-67.09946736462771,-40.0,1606049134.2366192,18.075547715352634,1,18,2025-04-17 09:00:10.530252,1,3,,,,2,-64.77528068635912,-71.56096656111663,49.17812898158147,28.570732218794568,96.27715266159122,-40.0,-40.0,-40.0,-40.0,-40.0,2742694877.8135843,574921973.8770328,36.50072125100256,43.80850715100823,97.10193145836652,73.99981714856943,UE3,441.91650554168336,324.35512854748845
25.507136696956962,-41.99024430833309,-40.0,520812181102.7193,17.04291785485254,1,18,2025-04-17 09:00:10.530252,2,,,,,1,-71.19664210821765,89.35259298184283,20.398517924637435,37.812497567384256,49.318480275301255,-40.0,-40.0,-40.0,-40.0,-40.0,625232224.1779435,17.164068902311822,92.67519465337767,26.70550116197523,69.81969403285537,32.61391811007427,UE4,273.4303561183523,276.4217875138127
25.47593516169592,-71.09825862289466,-40.0,3.050834277576094,35.77798257061534,1,18,2025-04-17 09:00:10.530252,3,4,5,,,6,-74.63476201341554,-67.40808821298786,-70.77596443919242,85.12926933365979,78.80472982663389,-40.0,-40.0,-40.0,-40.0,-40.0,0.9363061932158264,1495879955.591761,688825347.7980884,58.71434630154365,35.69836663239163,17.397572691904042,UE5,536.705580211695,612.5193962542241
25.34953562640293,-62.74533205629835,-40.0,4376957790.172422,17.54110457566828,1,18,2025-04-17 09:00:10.530252,3,,,,,4,-69.47485088082142,13.834274923459397,62.62018030812536,29.61704476880924,50.06007721456274,-40.0,-40.0,-40.0,-40.0,-40.0,929438109.9960003,99.33994492322482,51.894067950993296,75.32828316648177,68.77947889336471,6.066582468195987,UE6,836.4990697835458,555.0051342054871
25.44945516469525,-67.78682214861972,-40.0,1370955471.6361954,20.097387164903445,1,18,2025-04-17 09:00:10.530252,3,,,,,2,-67.24777404348964,78.0395473220314,59.12172978235144,83.11637558733041,54.42136108058052,-40.0,-40.0,-40.0,-40.0,-40.0,1552130237.9302535,78.57354211194172,58.457428203960106,40.77479941427636,58.46135362111692,45.8806253947017,UE7,710.5629699515567,71.03329037424936
25.504926802610015,-55.55351842141137,-40.0,22927342669.453083,7.627132006251172,1,18,2025-04-17 09:00:10.530252,,,,,,3,57.41611799809194,56.45180154669729,44.30004635125143,82.8793297170661,36.56275607525488,-40.0,-40.0,-40.0,-40.0,-40.0,66.12250988495451,34.55128671305105,5.069945373807354,17.883432003559893,69.79543985910263,47.03700849842338,UE8,850.5064332728424,269.3101385084274
25.28411884836213,-66.08476110195939,-40.0,2028754302.574402,90.36647439483723,1,18,2025-04-17 09:00:10.530252,4,,,,,3,-68.2487953578853,6.613905239333961,54.997790656040316,1.9823520008435696,89.85309127140705,-40.0,-40.0,-40.0,-40.0,-40.0,1232610969.272684,23.74077334750659,92.61321399051508,45.26073235379635,72.47210766262451,5.315439754099624,UE9,637.9157954113753,483.53569169832156
25.087586744886707,-56.86429109140522,-40.0,16954166932.09222,42.18228354102816,0,18,2025-04-17 09:00:10.530252,,,,,,4,34.101900466340055,51.60407259664722,55.898518124807126,94.78367069258724,48.66147825288248,-40.0,-40.0,-40.0,-40.0,-40.0,44.2584922090499,45.239667236218686,85.85001310167705,36.769710392063,67.39215589980384,11.08659104543842,UE10,855.7845249874528,739.6473306509829
25.25889495737469,-61.53569479366536,-40.0,5782772202.406773,62.39492807883459,1,18,2025-04-17 09:00:10.530252,,,,,,4,5.297370370455206,83.99268787369483,88.92442559428157,10.830549107658246,13.79341091231152,-40.0,-40.0,-40.0,-40.0,-40.0,70.12585372177594,90.3921176020442,36.14056634845859,65.3893678333487,45.531002694040346,67.2786135179096,UE11,900.4276950430327,739.8057627753807
25.533440914747917,-65.6509471638005,-40.0,2241872179.845132,38.243043024301485,1,18,2025-04-17 09:00:10.530252,6,,,,,1,-72.57773116752206,79.34952257825476,58.08966922336057,79.66758580361548,5.848415639848783,-40.0,-40.0,-40.0,-40.0,-40.0,454917294.18432075,54.472167807748356,39.54624006723168,73.43061804835288,73.07748221755388,74.3881290039304,UE12,80.90515898839917,416.0750648010553
25.560985650873587,-70.2332235267011,-40.0,780518518.258201,97.35782364641065,1,18,2025-04-17 09:00:10.530252,,,,,,1,27.745182256794372,14.246372072366297,3.4814491164384815,44.601032843714606,90.10894010345328,-40.0,-40.0,-40.0,-40.0,-40.0,7.353433549570886,33.63309195013122,87.55150558294343,62.32468833189012,14.648732390841856,88.83020832092588,UE13,146.53105229944023,42.0018299904271
25.499604709167674,-70.3336295715733,-40.0,4.724934130954705,44.2199418114029,0,18,2025-04-17 09:00:10.530252,1,3,6,,,4,-74.17652401509456,-71.72926378194346,-72.67434795535274,55.83408383385048,89.57988625876479,-40.0,-40.0,-40.0,-40.0,-40.0,1.0319307711972696,2.6277052684613817,1.0870758853249876,64.38667341802152,12.989933670849007,68.11121842774759,UE14,532.3043308551756,524.1888502458828
25.245094235512884,-57.969652242125335,-40.0,13144387080.43648,61.95201595079617,0,18,2025-04-17 09:00:10.530252,4,5,,,,6,-74.80769379938054,-67.40419431705024,81.6734916611994,63.64646257143512,93.29661456647108,-40.0,-40.0,-40.0,-40.0,-40.0,272230125.9818239,1497221767.0058367,17.912552173967384,74.4217599842139,80.3422500978608,58.37995293397504,UE15,374.2508351643357,704.4424938080125
25.07876750708622,-63.77434971909548,-40.0,3453588521.194108,79.61231224192649,0,18,2025-04-17 09:00:10.530252,2,,,,,3,-73.22653378327524,37.88990639622017,18.046507510255836,76.2497517861383,71.15110651150366,-40.0,-40.0,-40.0,-40.0,-40.0,391788952.4778296,73.01734339205406,61.9645486308738,83.16435005983496,96.58686139301697,47.93732780699278,UE16,811.5873635848963,126.27913167497809
25.14702045543342,-60.96767003252489,-40.0,6590806492.213063,99.64548571717766,1,18,2025-04-17 09:00:10.531250,6,,,,,1,-68.38647512064729,1.5222339251443935,1.1454624116132548,2.499872019711397,74.55355900808944,-40.0,-40.0,-40.0,-40.0,-40.0,1194147715.1728094,80.48875505413159,86.10738421187033,66.74795899153115,45.290023839233136,93.09103334672409,UE17,242.5746311372986,449.5483595673525
25.31198008184469,-66.859218253184,-40.0,1697398205.7378411,92.008671250995,1,18,2025-04-17 09:00:10.531250,1,,,,,2,-57.876384783227095,6.545845286164198,60.55464105894288,77.7822251143178,88.44971134526679,-40.0,-40.0,-40.0,-40.0,-40.0,13429723949.58722,49.51478472573051,18.38148897337831,80.74140021372686,95.97482078953415,64.39373962801224,UE18,307.39409622316776,193.2636026069375
25.08221160873696,-54.58627317866687,-40.0,28646940512.37396,83.70223431755151,0,18,2025-04-17 09:00:10.531250,4,,,,,3,-72.23093465036328,88.62141389610895,11.198131700781373,90.15780152414997,20.570964888166777,-40.0,-40.0,-40.0,-40.0,-40.0,492733510.1229586,79.35807661749335,82.58520351879962,31.021700230389424,99.73580194740424,59.518125644336074,UE19,796.708825256463,386.3133905829605
25.109929108948712,-52.47139649584048,-40.0,46619317851.44029,88.05123793230247,0,18,2025-04-17 09:00:10.531250,4,6,,,,5,-74.99088282902945,-70.408700957242,39.59273816989617,85.56170584713001,29.225600459121345,-40.0,-40.0,-40.0,-40.0,-40.0,260986042.03852496,749610167.1376501,54.425609345704885,95.27143383607223,25.982523129803106,25.26728315587435,UE20,437.3843562382199,916.6141117117012
25.178609302364443,-72.2419397206134,-40.0,491486498.5912769,55.4335591620779,1,18,2025-04-17 09:00:10.531250,,,,,,6,94.25509746562217,9.822241111474245,33.69422468497221,30.21294740337805,14.181893649152917,-40.0,-40.0,-40.0,-40.0,-40.0,75.21471099223984,94.29304107441367,35.16199408383365,66.32636522948965,8.914205495891771,60.259872141279175,UE21,22.014394319729973,929.1340350130164
