DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,step,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,targetTput,ue-id,x,y
25.28216364030094,-71.47302701349837,-40.0,586682133.6117399,23.092415191925948,1,42,2025-04-17 09:02:25.168710,,,,,,6,69.02734997158521,60.03551374157529,88.69333925542828,4.777300368476794,27.56887598030878,-40.0,-40.0,-40.0,-40.0,-40.0,9.575272341389258,94.24855376956911,45.51861338423599,39.32875179748613,22.08307419957586,96.53128202669174,UE0,7.464867196804316,888.6370665198682
25.429834930412227,-71.4096914352491,-40.0,595300737.4589468,41.085477271585766,0,42,2025-04-17 09:02:25.168710,5,,,,,4,-62.433340593938524,55.91104830668166,40.36503210419869,95.94912787456008,75.05238982562402,-40.0,-40.0,-40.0,-40.0,-40.0,4702962379.368988,91.23148643183461,39.6217063422085,17.926392528354388,32.64469015085507,9.458811677336877,UE1,618.3565450130319,970.0479467940604
25.631954675428684,-68.75650778435661,-40.0,1096616524.0692987,85.82367546576964,1,42,2025-04-17 09:02:25.168710,6,,,,,1,-61.55496726029213,1.6586456155752132,68.62898726080086,27.456790724968904,27.48829547040085,-40.0,-40.0,-40.0,-40.0,-40.0,5757167141.76514,5.5214321454260595,60.780853528053235,90.47185017096679,7.321245435647051,98.92569623989125,UE2,295.62498776845166,547.938809547793
25.280440755891686,-72.79018213383488,-40.0,433198905.5111353,40.359487000266355,0,42,2025-04-17 09:02:25.168710,1,6,,,,2,-57.2356813219119,-72.65831094740311,74.49070672388135,92.90252535764458,34.61538723179649,-40.0,-40.0,-40.0,-40.0,-40.0,15564580926.99415,446554499.13901407,59.34922253730321,52.6180417482115,84.7951393288193,75.86015442000932,UE3,334.9957226390793,378.83398851623474
25.507136696956962,-59.99236073542144,-40.0,8250295245.992604,76.48220494142964,0,42,2025-04-17 09:02:25.168710,2,,,,,1,-70.36847451327532,54.78268672365334,52.53585472326223,13.029490053449498,10.887777978483847,-40.0,-40.0,-40.0,-40.0,-40.0,756585672.4565727,18.78794077051431,30.460297723325503,20.70947923928674,71.53772785910137,94.26480037517896,UE4,244.39972864639202,159.98630036069306
25.47593516169592,-74.9170063182934,-40.0,265463571.03157726,42.54166708962329,1,42,2025-04-17 09:02:25.168710,4,5,,,,6,-57.30655218614319,-69.0287416962218,70.9809775705971,90.88280540011317,46.622999182735015,-40.0,-40.0,-40.0,-40.0,-40.0,15312649628.581772,1029986172.7160071,83.04785990251813,4.6605667898397,84.8385791150788,40.911173082719905,UE5,635.0038255263737,681.3485686163501
25.34953562640293,-53.461901364907604,-40.0,37112091271.3121,61.7702885238633,0,42,2025-04-17 09:02:25.168710,3,5,,,,4,-71.78896043994507,-74.97018295296789,40.88249380041076,57.71906967566187,41.09231037130047,-40.0,-40.0,-40.0,-40.0,-40.0,545518546.2476592,262232954.94417116,43.29998999445452,1.7472546237173703,42.761858641734705,93.54125304272969,UE6,731.5447049268189,613.1822886350487
25.44945516469525,-73.72279839573277,-40.0,349482733.97869664,16.694617695551297,0,42,2025-04-17 09:02:25.168710,3,,,,,2,-64.81008344413301,7.222258223637493,3.658401034489281,8.070743166706077,13.57682889171106,-40.0,-40.0,-40.0,-40.0,-40.0,2720803763.583526,34.38217756270888,27.3501169853501,11.968561059574084,34.77996169336973,79.22896216657686,UE7,821.8250324995707,115.98608158415897
25.504926802610015,-58.21412094284828,-40.0,12424916242.504522,9.074167711315589,0,42,2025-04-17 09:02:25.168710,2,,,,,3,-71.58991162676404,51.239667331487965,68.17204424194976,79.7918900903567,64.2592512656379,-40.0,-40.0,-40.0,-40.0,-40.0,571102947.2525778,44.69057917408416,16.856012315496,42.57210119095557,80.48544586304376,50.783260705482526,UE8,774.9879863468631,176.05262313359077
25.28411884836213,-72.03313516732362,-40.0,515693963.00582933,48.54229886983523,0,42,2025-04-17 09:02:25.168710,4,5,,,,3,-59.88166016269966,-73.19521612232298,83.81141451653491,60.693407911017324,8.416511235154609,-40.0,-40.0,-40.0,-40.0,-40.0,8463296339.374327,394624415.68696946,51.55104278736867,40.000122712818516,56.127130287003396,55.71776972339534,UE9,650.4592110034946,602.8783191425148
