DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,step,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,targetTput,ue-id,x,y
25.28216364030094,-67.09666393168723,-40.0,1607086196.5861566,68.06279415350738,0,15,2025-04-17 08:59:53.776534,,,,,,6,50.02356785265525,57.186532387828834,67.50460123409506,21.77702755025977,89.3345847262893,-40.0,-40.0,-40.0,-40.0,-40.0,4.365450854423751,66.25884990678414,11.785270920568347,64.38706992542852,70.44710902577111,5.9178939974701,UE0,27.475703892035988,758.2370799708435
25.429834930412227,-67.41165828040465,-40.0,1494650790.104083,49.529590544834576,1,15,2025-04-17 08:59:53.776534,5,,,,,4,-70.11094732838538,96.89991351080495,72.12852763652764,55.850863890250245,87.8410214985375,-40.0,-40.0,-40.0,-40.0,-40.0,802806409.6180502,32.845758079904584,72.28117355018429,78.17493299413863,91.13367931389288,91.07635330708987,UE1,747.457687068042,930.5777666564898
25.631954675428684,-58.8684361429345,-40.0,10687151102.290266,24.428831815621486,0,15,2025-04-17 08:59:53.776534,2,6,,,,1,-74.7585062263966,-70.73805503450463,87.1689180425338,20.818110813416332,80.3049841633549,-40.0,-40.0,-40.0,-40.0,-40.0,275330891.792368,694864397.7571965,97.60184760719454,27.493830897815705,6.080522380006986,64.03744116562095,UE2,312.07734912814675,413.94507907621505
25.280440755891686,-66.36150948877246,-40.0,1903507600.3215826,77.4921801567443,0,15,2025-04-17 08:59:53.777528,1,3,,,,2,-65.71872382318918,-70.86828820268458,67.95233746890402,11.848091874086542,53.7835982686819,-40.0,-40.0,-40.0,-40.0,-40.0,2207156772.150436,674336618.5054138,59.643000569450805,42.534028833249295,37.3414759233149,27.975798739911507,UE3,455.28160340450887,317.54527105139516
25.507136696956962,-40.749920754097445,-40.0,692968492287.8478,41.68229251580729,1,15,2025-04-17 08:59:53.777528,2,,,,,1,-71.49509491965271,66.15552277958767,94.68960449452007,68.93684792704275,39.87660676785916,-40.0,-40.0,-40.0,-40.0,-40.0,583708573.2987118,73.84098989980546,30.140910402595075,62.767580214175275,88.65554541222076,22.40772063714553,UE4,277.05918455234735,290.9762234079526
25.47593516169592,-70.63629630802768,-40.0,3.3969367493121436,4.4278411503475725,0,15,2025-04-17 08:59:53.777528,3,4,5,,,6,-74.63948813024825,-68.33708780031915,-71.17834527779011,36.25426867954242,16.798850761407305,-40.0,-40.0,-40.0,-40.0,-40.0,0.8409091014384981,1207804891.2784774,627871884.6421758,55.040875614323305,41.234868366113396,55.532031682061074,UE5,524.4182995473601,603.9157497089584
25.34953562640293,-63.85989518830657,-40.0,3386226820.8482633,55.32145199560155,1,15,2025-04-17 08:59:53.777528,3,,,,,4,-69.34716917217091,51.48985231415231,69.52451972239083,65.5320500993489,80.83215472351189,-40.0,-40.0,-40.0,-40.0,-40.0,957169049.0744555,86.21661967142862,32.28956982696312,20.62561662588785,98.29464550924166,54.6615821436701,UE6,849.6183653906367,547.7329899017919
25.44945516469525,-66.9425797014228,-40.0,1665127885.6539168,19.846476666265197,1,15,2025-04-17 08:59:53.777528,3,,,,,2,-67.77279981796741,64.91913247208441,85.39056314551195,37.618710010450584,14.989411462331894,-40.0,-40.0,-40.0,-40.0,-40.0,1375389112.8633337,51.05881139847824,5.133161639179242,54.7666242046347,11.752861794790864,76.19876701941634,UE7,696.655212133055,65.41419147301066
25.504926802610015,-56.40937087885888,-40.0,18826451776.35458,33.209778101178316,1,15,2025-04-17 08:59:53.777528,,,,,,3,62.53462729844444,50.55439535884083,33.88116619335272,5.835907837142412,85.06393846395095,-40.0,-40.0,-40.0,-40.0,-40.0,29.725978909260004,42.845607794277946,31.43646895066871,11.437224924910241,67.95983790713038,30.27261372532178,UE8,859.9462391385898,280.967327930282
25.28411884836213,-65.24439967751604,-40.0,2461872722.1933627,22.74752135450815,0,15,2025-04-17 08:59:53.777528,4,,,,,3,-69.09334827236697,46.52631216539278,93.76291223461322,70.41769202378872,31.94039833815559,-40.0,-40.0,-40.0,-40.0,-40.0,1014777283.9022185,32.00565885179966,28.5877067283584,72.53248305665849,17.09601395376886,75.77366630577411,UE9,636.3478684623603,468.61786326779753
25.087586744886707,-55.46656281630578,-40.0,23391026580.36923,38.4837878410932,0,15,2025-04-17 08:59:53.777528,,,,,,4,46.459493508030505,51.97608289157159,3.114935827725531,73.33948831927842,61.216089342138176,-40.0,-40.0,-40.0,-40.0,-40.0,40.1433842724901,14.861223727617729,94.09254255909175,57.75413349454616,83.28738753122452,42.75890495297257,UE10,841.876767168951,745.2664295522216
