DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,step,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,targetTput,ue-id,x,y
25.28216364030094,-69.60280846146738,-40.0,902453259.6299918,67.02379049514654,0,29,2025-04-24 11:32:56.393968,Null,Null,Null,Null,Null,6,73.9991222141031,15.94691741221197,35.65126085494039,22.474548011905423,3.524706286532438,-40.0,-40.0,-40.0,-40.0,-40.0,47.8088777149579,52.11363139801608,70.80188587153077,34.478860293306894,77.22287248143148,43.802389194252726,UE0,9.358370734859538,825.8518878110785
25.429834930412227,-69.25044901201184,-40.0,978724957.2853006,76.29496188967963,1,29,2025-04-24 11:32:56.393968,5,Null,Null,Null,Null,4,-66.22527684456217,36.649013857275264,71.4721632610046,73.93838886297462,33.61733332535199,-40.0,-40.0,-40.0,-40.0,-40.0,1964164600.4827611,90.96200747674227,23.701865784237345,7.178302205581906,68.23834320237172,25.219267198810954,UE1,680.5163541506294,951.043785987082
25.631954675428684,-64.59040985821284,-40.0,2861966713.0318346,99.3705621070788,1,29,2025-04-24 11:32:56.393968,6,Null,Null,Null,Null,1,-66.63684928755994,85.35617128438203,96.40892941880693,15.03172179862802,87.20412306309025,-40.0,-40.0,-40.0,-40.0,-40.0,1786572461.0976696,47.05411955401999,15.455382723881213,26.6825508869354,74.75149285998566,4.212825267538147,UE2,303.54649508978633,483.4233096911073
25.280440755891686,-69.80749462962788,-40.0,860906726.5508926,53.90544336723528,1,29,2025-04-24 11:32:56.393968,1,3,6,Null,Null,2,-61.109929498801705,-73.8983559509084,-74.6471782796929,44.49601374366913,88.82693458376127,-40.0,-40.0,-40.0,-40.0,-40.0,6378412676.429532,2.5731033990652477,1.137328823406558,67.11873998159041,30.499440707355514,75.32222247615283,UE3,392.91114671132317,349.32460603316383
25.507136696956962,-51.632189883334775,-40.0,56557027476.86114,78.20999886733154,1,29,2025-04-24 11:32:56.393968,2,Null,Null,Null,Null,1,-70.43621542716068,91.45965610969955,95.99724477931699,9.402162628926888,80.15130555048104,-40.0,-40.0,-40.0,-40.0,-40.0,744876068.4158022,11.624040130525367,49.345833079388875,93.89820422776845,88.64021447419354,25.991784321034217,UE4,260.12465186037036,223.05552256863294
25.47593516169592,-72.84989431561837,-40.0,2.1268953956899876,21.81117692788173,0,29,2025-04-24 11:32:56.393968,3,4,5,Null,Null,6,-74.81967284545986,-63.4727923763853,-69.58764049266348,68.32101391322172,28.641725139450017,-40.0,-40.0,-40.0,-40.0,-40.0,1.3759325785890715,3701914009.3921595,905610636.714089,46.47991955147429,61.98703681563964,44.12900001910128,UE5,581.7589426475894,644.0661002535319
25.34953562640293,-58.2557304468108,-40.0,12306442288.549511,20.95311560543217,0,29,2025-04-24 11:32:56.393968,3,Null,Null,Null,Null,4,-70.29502115552646,17.87077471089544,52.36655992206459,66.48015342786196,75.54040186537858,-40.0,-40.0,-40.0,-40.0,-40.0,769490829.6546843,40.58971762640343,26.262016848881757,41.32476022571207,79.03762619666638,12.404863586737779,UE6,788.3949858908793,581.6696633190362
25.44945516469525,-70.69835264253182,-40.0,701245843.1017492,57.463409012115015,1,29,2025-04-24 11:32:56.393968,3,Null,Null,Null,Null,2,-65.63322108558532,5.496642454167248,65.3726505852306,79.18598028472533,67.124508708468,-40.0,-40.0,-40.0,-40.0,-40.0,2251041260.7125516,73.88850957536205,18.26109642290315,61.08695283547146,95.74770678681608,34.2558388470774,UE7,761.5580819527298,91.6366530121246
25.504926802610015,-54.66089379897197,-40.0,28158932333.146523,14.602658049908479,0,29,2025-04-24 11:32:56.393968,2,Null,Null,Null,Null,3,-74.18109278938219,92.3342057581838,89.18699186758712,83.39754210220295,80.02589814334655,-40.0,-40.0,-40.0,-40.0,-40.0,314482356.52512574,19.527939224415483,73.18165144934468,89.10004921273155,62.46031555455617,5.358854127081731,UE8,815.8938117651019,226.56711062829396
25.28411884836213,-68.99647617368151,-40.0,1037666859.6046139,71.6264855687855,1,29,2025-04-24 11:32:56.393968,4,Null,Null,Null,Null,3,-64.7852995762181,41.80546719233385,93.83090949074233,26.01228224289026,34.21786639870809,-40.0,-40.0,-40.0,-40.0,-40.0,2736374952.6127443,94.92654841605888,91.42604762725622,77.78890963810812,84.15945715096892,11.79151972518865,UE9,643.6648608910966,538.2343959435766
25.087586744886707,-61.75524123440319,-40.0,5497705103.918119,87.84849304749673,0,29,2025-04-24 11:32:56.393968,Null,Null,Null,Null,Null,4,14.26233246958753,17.69796016126909,37.91511589866423,69.66953355447865,37.479585765490896,-40.0,-40.0,-40.0,-40.0,-40.0,74.41299707174593,32.06225440452943,99.21521366432256,91.51334232837205,87.4065415526471,38.152753547211326,UE10,906.7796369886258,719.0439680131078
25.25889495737469,-58.51950274692025,-40.0,11581246072.680096,22.368126976363968,1,29,2025-04-24 11:32:56.393968,Null,Null,Null,Null,Null,4,82.89424587142857,71.57709231861821,62.05072297614275,67.67250501708544,27.413932711479383,-40.0,-40.0,-40.0,-40.0,-40.0,91.55701000445376,45.96187253693767,20.45190326592064,23.896263197936523,17.21907058649894,21.235699842811282,UE11,876.317281969633,690.3720902289265
25.533440914747917,-67.58849188364742,-40.0,1435014785.2462425,60.761933318389055,1,29,2025-04-24 11:32:56.393968,6,Null,Null,Null,Null,1,-70.05062107592966,88.3274569764188,79.4592613736885,5.2777830529928815,60.423238144431124,-40.0,-40.0,-40.0,-40.0,-40.0,814035709.276742,87.93352694115872,22.449147722042653,91.98397287170883,72.96658576822722,34.3148995286581,UE12,90.45580876008036,470.2394912167266
25.560985650873587,-72.58196587085632,-40.0,454473931.2232736,22.198057525733745,0,29,2025-04-24 11:32:56.393968,Null,Null,Null,Null,Null,1,94.28645585643223,80.4554476806225,65.02300213955617,83.23610972869422,86.372307309258,-40.0,-40.0,-40.0,-40.0,-40.0,29.78119824382131,52.3321871616201,32.17689366037259,27.975596220636177,42.40221703070789,57.5528645192441,UE13,116.57590537361368,4.1250512465712195
25.499604709167674,-71.93100479082725,-40.0,2.5564101251231275,68.12228423082009,0,29,2025-04-24 11:32:56.393968,1,2,3,6,Null,4,-73.1468094817083,-74.87284089768885,-69.48153408495301,-74.33282911662016,45.24581725333735,-40.0,-40.0,-40.0,-40.0,-40.0,1.8895549996297178,268176966.74228758,6.617660893928019,0.44222040345631947,43.48778935058917,77.60185266111345,UE14,540.9082264323882,469.8659915131503
